medal,name,nationality,location,year,gender,prueba,mark,mark_x,mark_xx,mark_unidades
S,Leonel MANZANO,USA,London,2012,M,1500M,3:34.79,00:03:34.79,214.79,segundos
B,Abdalaati IGUIDER,MAR,London,2012,M,1500M,3:35.13,00:03:35.13,215.13,segundos
G,Hicham EL GUERROUJ,MAR,Athens,2004,M,1500M,3:34.18,00:03:34.18,214.18,segundos
S,Bernard LAGAT,KEN,Athens,2004,M,1500M,3:34.30,00:03:34.30,214.3,segundos
B,Rui SILVA,POR,Athens,2004,M,1500M,3:34.68,00:03:34.68,214.68,segundos
G,Noureddine MORCELI,ALG,Atlanta,1996,M,1500M,3:35.78,00:03:35.78,215.78,segundos
S,Fermin CACHO RUIZ,ESP,Atlanta,1996,M,1500M,3:36.40,00:03:36.40,216.4,segundos
B,Stephen KIPKORIR,KEN,Atlanta,1996,M,1500M,3:36.72,00:03:36.72,216.72,segundos
G,Sebastian COE,GBR,Moscow,1980,M,1500M,3:38.4,03:38.4,,segundos
S,JÃ¼rgen STRAUB,GDR,Moscow,1980,M,1500M,3:38.8,03:38.8,,segundos
B,Steve OVETT,GBR,Moscow,1980,M,1500M,3:39.0,03:39.0,,segundos
G,Pekka VASALA,FIN,Munich,1972,M,1500M,3:36.33,00:03:36.33,216.33,segundos
S,Kip KEINO,KEN,Munich,1972,M,1500M,3:36.81,00:03:36.81,216.81,segundos
B,Rodney DIXON,NZL,Munich,1972,M,1500M,3:37.46,00:03:37.46,217.46,segundos
G,Peter SNELL,NZL,Tokyo,1964,M,1500M,3:38.1,03:38.1,,segundos
S,Josef ODLOZIL,TCH,Tokyo,1964,M,1500M,3:39.6,03:39.6,,segundos
B,John DAVIES,NZL,Tokyo,1964,M,1500M,3:39.6,03:39.6,,segundos
G,Ron DELANY,IRL,Melbourne / Stockholm,1956,M,1500M,3:41.2,03:41.2,,segundos
S,Klaus RICHTZENHAIN,EUA,Melbourne / Stockholm,1956,M,1500M,3:42.0,03:42.0,,segundos
B,John LANDY,AUS,Melbourne / Stockholm,1956,M,1500M,3:42.0,03:42.0,,segundos
G,Henry ERIKSSON,SWE,London,1948,M,1500M,3:49.8,03:49.8,,segundos
S,Lennart STRAND,SWE,London,1948,M,1500M,3:50.4,03:50.4,,segundos
B,Willem SLIJKHUIS,NED,London,1948,M,1500M,3:50.4,03:50.4,,segundos
G,Luigi BECCALI,ITA,Los Angeles,1932,M,1500M,3:51.2,03:51.2,,segundos
S,John CORNES,GBR,Los Angeles,1932,M,1500M,3:52.6,03:52.6,,segundos
B,Philip EDWARDS,CAN,Los Angeles,1932,M,1500M,,,,segundos
G,Paavo NURMI,FIN,Paris,1924,M,1500M,3:53.6,03:53.6,,segundos
S,Willy SCHÃRER,SUI,Paris,1924,M,1500M,3:55.0,03:55.0,,segundos
B,Henry STALLARD,GBR,Paris,1924,M,1500M,3:55.6,03:55.6,,segundos
G,Arnold JACKSON,GBR,Stockholm,1912,M,1500M,3:56.8,03:56.8,,segundos
S,Abel KIVIAT,USA,Stockholm,1912,M,1500M,3:56.9,03:56.9,,segundos
B,Norman TABER,USA,Stockholm,1912,M,1500M,3:56.9,03:56.9,,segundos
G,James LIGHTBODY,USA,St Louis,1904,M,1500M,4:05.4,04:05.4,,segundos
S,William VERNER,USA,St Louis,1904,M,1500M,4:06.8,04:06.8,,segundos
B,Lacey HEARN,USA,St Louis,1904,M,1500M,,,,segundos
G,Edwin FLACK,AUS,Athens,1896,M,1500M,4:33.2,04:33.2,,segundos
S,Arthur BLAKE,USA,Athens,1896,M,1500M,4:34.0,04:34.0,,segundos
B,Albin LERMUSIAUX,FRA,Athens,1896,M,1500M,4:36.0,04:36.0,,segundos
G,Usain BOLT,JAM,Rio,2016,M,200M,19.78,00:00:19.78,19.78,segundos
S,Andre DE GRASSE,CAN,Rio,2016,M,200M,20.02,00:00:20.02,20.02,segundos
B,Christophe LEMAITRE,FRA,Rio,2016,M,200M,20.12,00:00:20.12,20.12,segundos
G,Usain BOLT,JAM,Beijing,2008,M,200M,"19.30,-0.9","19.30,-0.9",,segundos
S,Shawn CRAWFORD,USA,Beijing,2008,M,200M,"19.96,-0.9","19.96,-0.9",,segundos
B,Walter DIX,USA,Beijing,2008,M,200M,"19.98,-0.9","19.98,-0.9",,segundos
G,Kostas KENTERIS,GRE,Sydney,2000,M,200M,20.09,00:00:20.09,20.09,segundos
S,Darren CAMPBELL,GBR,Sydney,2000,M,200M,20.14,00:00:20.14,20.14,segundos
B,Ato BOLDON,TTO,Sydney,2000,M,200M,20.2,00:00:20.20,20.2,segundos
G,Michael MARSH,USA,Barcelona,1992,M,200M,20.01,00:00:20.01,20.01,segundos
S,Frank FREDERICKS,NAM,Barcelona,1992,M,200M,20.13,00:00:20.13,20.13,segundos
B,Michael BATES,USA,Barcelona,1992,M,200M,20.38,00:00:20.38,20.38,segundos
G,Carl LEWIS,USA,Los Angeles,1984,M,200M,19.8,00:00:19.80,19.8,segundos
S,Kirk BAPTISTE,USA,Los Angeles,1984,M,200M,19.96,00:00:19.96,19.96,segundos
B,Thomas JEFFERSON,USA,Los Angeles,1984,M,200M,20.26,00:00:20.26,20.26,segundos
G,Donald QUARRIE,JAM,Montreal,1976,M,200M,20.23,00:00:20.23,20.23,segundos
S,Millard Frank Jr. HAMPTON,USA,Montreal,1976,M,200M,20.29,00:00:20.29,20.29,segundos
B,Dwayne Eugene EVANS,USA,Montreal,1976,M,200M,20.43,00:00:20.43,20.43,segundos
G,Tommie SMITH,USA,Mexico,1968,M,200M,19.8,00:00:19.80,19.8,segundos
S,Peter NORMAN,AUS,Mexico,1968,M,200M,20,00:00:20.00,20,segundos
B,John CARLOS,USA,Mexico,1968,M,200M,20,00:00:20.00,20,segundos
G,Livio BERRUTI,ITA,Rome,1960,M,200M,20.5,00:00:20.50,20.5,segundos
S,Lester Nelson CARNEY,USA,Rome,1960,M,200M,20.6,00:00:20.60,20.6,segundos
B,Abdoulaye SEYE,FRA,Rome,1960,M,200M,20.7,00:00:20.70,20.7,segundos
G,Andy STANFIELD,USA,Helsinki,1952,M,200M,20.7,00:00:20.70,20.7,segundos
S,Thane BAKER,USA,Helsinki,1952,M,200M,20.8,00:00:20.80,20.8,segundos
B,James GATHERS,USA,Helsinki,1952,M,200M,20.8,00:00:20.80,20.8,segundos
G,Jesse OWENS,USA,Berlin,1936,M,200M,20.7,00:00:20.70,20.7,segundos
S,Matthew Mackenzie ROBINSON,USA,Berlin,1936,M,200M,21.1,00:00:21.10,21.1,segundos
B,Martinus OSENDARP,NED,Berlin,1936,M,200M,21.3,00:00:21.30,21.3,segundos
G,Percy WILLIAMS,CAN,Amsterdam,1928,M,200M,21.8,00:00:21.80,21.8,segundos
S,Walter RANGELEY,GBR,Amsterdam,1928,M,200M,21.9,00:00:21.90,21.9,segundos
B,Helmut KÃRNIG,GER,Amsterdam,1928,M,200M,21.9,00:00:21.90,21.9,segundos
G,Allen WOODRING,USA,Antwerp,1920,M,200M,22,00:00:22.00,22,segundos
S,Charles PADDOCK,USA,Antwerp,1920,M,200M,22.1,00:00:22.10,22.1,segundos
B,Harry EDWARD,GBR,Antwerp,1920,M,200M,22.2,00:00:22.20,22.2,segundos
G,Robert KERR,CAN,London,1908,M,200M,22.6,00:00:22.60,22.6,segundos
S,Robert CLOUGHEN,USA,London,1908,M,200M,,,,segundos
B,Nate CARTMELL,USA,London,1908,M,200M,,,,segundos
G,Walter TEWKSBURY,USA,Paris,1900,M,200M,22.2,00:00:22.20,22.2,segundos
S,Norman PRITCHARD,IND,Paris,1900,M,200M,22.8,00:00:22.80,22.8,segundos
B,Stanley ROWLEY,AUS,Paris,1900,M,200M,22.9,00:00:22.90,22.9,segundos
G,Usain BOLT,JAM,London,2012,M,200M,19.32,00:00:19.32,19.32,segundos
S,Yohan BLAKE,JAM,London,2012,M,200M,19.44,00:00:19.44,19.44,segundos
B,Warren WEIR,JAM,London,2012,M,200M,19.84,00:00:19.84,19.84,segundos
G,Shawn CRAWFORD,USA,Athens,2004,M,200M,19.79,00:00:19.79,19.79,segundos
S,Bernard WILLIAMS III,USA,Athens,2004,M,200M,20.01,00:00:20.01,20.01,segundos
B,Justin GATLIN,USA,Athens,2004,M,200M,20.03,00:00:20.03,20.03,segundos
G,Michael JOHNSON,USA,Atlanta,1996,M,200M,19.32,00:00:19.32,19.32,segundos
S,Frank FREDERICKS,NAM,Atlanta,1996,M,200M,19.68,00:00:19.68,19.68,segundos
B,Ato BOLDON,TTO,Atlanta,1996,M,200M,19.8,00:00:19.80,19.8,segundos
G,Pietro MENNEA,ITA,Moscow,1980,M,200M,20.19,00:00:20.19,20.19,segundos
S,Allan WELLS,GBR,Moscow,1980,M,200M,20.21,00:00:20.21,20.21,segundos
B,Donald QUARRIE,JAM,Moscow,1980,M,200M,20.29,00:00:20.29,20.29,segundos
G,Valery BORZOV,URS,Munich,1972,M,200M,20,00:00:20.00,20,segundos
S,Larry BLACK,USA,Munich,1972,M,200M,20.19,00:00:20.19,20.19,segundos
B,Pietro MENNEA,ITA,Munich,1972,M,200M,20.3,00:00:20.30,20.3,segundos
G,Henry CARR,USA,Tokyo,1964,M,200M,20.3,00:00:20.30,20.3,segundos
S,Paul DRAYTON,USA,Tokyo,1964,M,200M,20.5,00:00:20.50,20.5,segundos
B,Edwin ROBERTS,TTO,Tokyo,1964,M,200M,20.6,00:00:20.60,20.6,segundos
G,Bobby MORROW,USA,Melbourne / Stockholm,1956,M,200M,20.6,00:00:20.60,20.6,segundos
S,Andy STANFIELD,USA,Melbourne / Stockholm,1956,M,200M,20.7,00:00:20.70,20.7,segundos
B,Thane BAKER,USA,Melbourne / Stockholm,1956,M,200M,20.9,00:00:20.90,20.9,segundos
G,Mel PATTON,USA,London,1948,M,200M,21.1,00:00:21.10,21.1,segundos
S,Barney EWELL,USA,London,1948,M,200M,21.1,00:00:21.10,21.1,segundos
B,Lloyd LABEACH,PAN,London,1948,M,200M,21.2,00:00:21.20,21.2,segundos
G,Eddie TOLAN,USA,Los Angeles,1932,M,200M,21.2,00:00:21.20,21.2,segundos
S,George SIMPSON,USA,Los Angeles,1932,M,200M,21.4,00:00:21.40,21.4,segundos
B,Ralph METCALFE,USA,Los Angeles,1932,M,200M,21.5,00:00:21.50,21.5,segundos
G,Jackson SCHOLZ,USA,Paris,1924,M,200M,21.6,00:00:21.60,21.6,segundos
S,Charles PADDOCK,USA,Paris,1924,M,200M,21.7,00:00:21.70,21.7,segundos
B,Eric LIDDELL,GBR,Paris,1924,M,200M,21.9,00:00:21.90,21.9,segundos
G,Ralph CRAIG,USA,Stockholm,1912,M,200M,21.7,00:00:21.70,21.7,segundos
S,Donald LIPPINCOTT,USA,Stockholm,1912,M,200M,21.8,00:00:21.80,21.8,segundos
B,William APPLEGARTH,GBR,Stockholm,1912,M,200M,22,00:00:22.00,22,segundos
G,Archie HAHN,USA,St Louis,1904,M,200M,21.6,00:00:21.60,21.6,segundos
S,Nate CARTMELL,USA,St Louis,1904,M,200M,21.9,00:00:21.90,21.9,segundos
B,William HOGENSON,USA,St Louis,1904,M,200M,,,,segundos
G,Zhen WANG,CHN,Rio,2016,M,20Km Race Walk,1:19:14,00:01:19:14,,segundos
S,Zelin CAI,CHN,Rio,2016,M,20Km Race Walk,1:19:26,00:01:19:26,,segundos
B,Dane BIRD-SMITH,AUS,Rio,2016,M,20Km Race Walk,1:19:37,00:01:19:37,,segundos
G,Valeriy BORCHIN,RUS,Beijing,2008,M,20Km Race Walk,1h19:01,01019:01,,segundos
S,Jefferson PEREZ,ECU,Beijing,2008,M,20Km Race Walk,1h19:15,01019:15,,segundos
B,Jared TALLENT,AUS,Beijing,2008,M,20Km Race Walk,1h19:42,01019:42,,segundos
G,Robert KORZENIOWSKI,POL,Sydney,2000,M,20Km Race Walk,01h18:59,001018:59,,segundos
S,Noe HERNANDEZ,MEX,Sydney,2000,M,20Km Race Walk,01h19:03,001019:03,,segundos
B,Vladimir ANDREYEV,RUS,Sydney,2000,M,20Km Race Walk,01h19:27,001019:27,,segundos
G,Daniel PLAZA,ESP,Barcelona,1992,M,20Km Race Walk,1:21:45,00:01:21:45,,segundos
S,Guillaume LEBLANC,CAN,Barcelona,1992,M,20Km Race Walk,1:22:25,00:01:22:25,,segundos
B,Giovanni DE BENEDICTIS,ITA,Barcelona,1992,M,20Km Race Walk,1:23:11,00:01:23:11,,segundos
G,Ernesto CANTO,MEX,Los Angeles,1984,M,20Km Race Walk,1:23:13,00:01:23:13,,segundos
S,RaÃºl GONZÃLEZ,MEX,Los Angeles,1984,M,20Km Race Walk,1:23:20,00:01:23:20,,segundos
B,Maurizio DAMILANO,ITA,Los Angeles,1984,M,20Km Race Walk,1:23:26,00:01:23:26,,segundos
G,Daniel BAUTISTA ROCHA,MEX,Montreal,1976,M,20Km Race Walk,1:24:40.6,01:24:40.6,,segundos
S,Hans REIMANN,GDR,Montreal,1976,M,20Km Race Walk,1:25:13.8,01:25:13.8,,segundos
B,Peter FRENKEL,GDR,Montreal,1976,M,20Km Race Walk,1:25:29.4,01:25:29.4,,segundos
G,Vladimir GOLUBNICHY,URS,Mexico,1968,M,20Km Race Walk,1:33:58.4,01:33:58.4,,segundos
S,JosÃ© PEDRAZA,MEX,Mexico,1968,M,20Km Race Walk,1:34:00.0,01:34:00.0,,segundos
B,Nikolay SMAGA,URS,Mexico,1968,M,20Km Race Walk,1:34:03.4,01:34:03.4,,segundos
G,Vladimir GOLUBNICHY,URS,Rome,1960,M,20Km Race Walk,1:34:07.2,01:34:07.2,,segundos
S,Noel FREEMAN,AUS,Rome,1960,M,20Km Race Walk,1:34:16.4,01:34:16.4,,segundos
B,Stanley Frank VICKERS,GBR,Rome,1960,M,20Km Race Walk,1:34:56.4,01:34:56.4,,segundos
G,Ding CHEN,CHN,London,2012,M,20Km Race Walk,1:18:46,00:01:18:46,,segundos
S,Erick BARRONDO,GUA,London,2012,M,20Km Race Walk,1:18:57,00:01:18:57,,segundos
B,Zhen WANG,CHN,London,2012,M,20Km Race Walk,1:19:25,00:01:19:25,,segundos
G,Ivano BRUGNETTI,ITA,Athens,2004,M,20Km Race Walk,1h19:40,01019:40,,segundos
S,Francisco Javier FERNANDEZ,ESP,Athens,2004,M,20Km Race Walk,1h19:45,01019:45,,segundos
B,Nathan DEAKES,AUS,Athens,2004,M,20Km Race Walk,1h20:02,01020:02,,segundos
G,Jefferson PEREZ,ECU,Atlanta,1996,M,20Km Race Walk,1:20:07,00:01:20:07,,segundos
S,Ilya MARKOV,RUS,Atlanta,1996,M,20Km Race Walk,1:20:16,00:01:20:16,,segundos
B,Bernardo SEGURA,MEX,Atlanta,1996,M,20Km Race Walk,1:20:23,00:01:20:23,,segundos
G,Jozef PRIBILINEC,TCH,Seoul,1988,M,20Km Race Walk,1:19:57,00:01:19:57,,segundos
S,Ronald WEIGEL,GDR,Seoul,1988,M,20Km Race Walk,1:20:00,00:01:20:00,,segundos
B,Maurizio DAMILANO,ITA,Seoul,1988,M,20Km Race Walk,1:20:14,00:01:20:14,,segundos
G,Maurizio DAMILANO,ITA,Moscow,1980,M,20Km Race Walk,1:23:35.5,01:23:35.5,,segundos
S,Piotr POCHINCHUK,URS,Moscow,1980,M,20Km Race Walk,1:24:45.4,01:24:45.4,,segundos
B,Roland WIESER,GDR,Moscow,1980,M,20Km Race Walk,1:25:58.2,01:25:58.2,,segundos
G,Peter FRENKEL,GDR,Munich,1972,M,20Km Race Walk,1:26:42.4,01:26:42.4,,segundos
S,Vladimir GOLUBNICHY,URS,Munich,1972,M,20Km Race Walk,1:26:55.2,01:26:55.2,,segundos
B,Hans REIMANN,GDR,Munich,1972,M,20Km Race Walk,1:27:16.6,01:27:16.6,,segundos
G,Kenneth Joseph MATTHEWS,GBR,Tokyo,1964,M,20Km Race Walk,1:29:34.0,01:29:34.0,,segundos
S,Dieter LINDNER,EUA,Tokyo,1964,M,20Km Race Walk,1:31:13.2,01:31:13.2,,segundos
B,Vladimir GOLUBNICHY,URS,Tokyo,1964,M,20Km Race Walk,1:31:59.4,01:31:59.4,,segundos
G,Leonid SPIRIN,URS,Melbourne / Stockholm,1956,M,20Km Race Walk,1:31:27.4,01:31:27.4,,segundos
S,Antanas MIKENAS,URS,Melbourne / Stockholm,1956,M,20Km Race Walk,1:32:03.0,01:32:03.0,,segundos
B,Bruno JUNK,URS,Melbourne / Stockholm,1956,M,20Km Race Walk,1:32:12.0,01:32:12.0,,segundos
G,Conseslus KIPRUTO,KEN,Rio,2016,M,3000M Steeplechase,8:03.28,00:08:03.28,483.28,segundos
S,Evan JAGER,USA,Rio,2016,M,3000M Steeplechase,8:04.28,00:08:04.28,484.28,segundos
B,Mahiedine MEKHISSI,FRA,Rio,2016,M,3000M Steeplechase,8:11.52,00:08:11.52,491.52,segundos
G,Brimin Kiprop KIPRUTO,KEN,Beijing,2008,M,3000M Steeplechase,8:10.34,00:08:10.34,490.34,segundos
S,Mahiedine MEKHISSI-BENABBAD,FRA,Beijing,2008,M,3000M Steeplechase,8:10.49,00:08:10.49,490.49,segundos
B,Richard Kipkemboi MATEELONG,KEN,Beijing,2008,M,3000M Steeplechase,8:11.01,00:08:11.01,491.01,segundos
G,Reuben KOSGEI,KEN,Sydney,2000,M,3000M Steeplechase,08:21.43,00:08:21.43,501.43,segundos
S,Wilson Boit KIPKETER,KEN,Sydney,2000,M,3000M Steeplechase,08:21.77,00:08:21.77,501.77,segundos
B,Ali EZZINE,MAR,Sydney,2000,M,3000M Steeplechase,08:22.15,00:08:22.15,502.15,segundos
G,Matthew BIRIR,KEN,Barcelona,1992,M,3000M Steeplechase,8:08.84,00:08:08.84,488.84,segundos
S,Patrick SANG,KEN,Barcelona,1992,M,3000M Steeplechase,8:09.55,00:08:09.55,489.55,segundos
B,William MUTWOL,KEN,Barcelona,1992,M,3000M Steeplechase,8:10.74,00:08:10.74,490.74,segundos
G,Julius KORIR,KEN,Los Angeles,1984,M,3000M Steeplechase,8:11.80,00:08:11.80,491.8,segundos
S,Joseph MAHMOUD,FRA,Los Angeles,1984,M,3000M Steeplechase,8:13.31,00:08:13.31,493.31,segundos
B,Brian Lee DIEMER,USA,Los Angeles,1984,M,3000M Steeplechase,8:14.06,00:08:14.06,494.06,segundos
G,Anders GARDERUD,SWE,Montreal,1976,M,3000M Steeplechase,8:08.02,00:08:08.02,488.02,segundos
S,Bronislaw MALINOWSKI,POL,Montreal,1976,M,3000M Steeplechase,8:09.11,00:08:09.11,489.11,segundos
B,Frank BAUMGARTL,GDR,Montreal,1976,M,3000M Steeplechase,8:10.36,00:08:10.36,490.36,segundos
G,Amos BIWOTT,KEN,Mexico,1968,M,3000M Steeplechase,8:51.0,08:51.0,,segundos
S,Benjamin KOGO,KEN,Mexico,1968,M,3000M Steeplechase,8:51.6,08:51.6,,segundos
B,George YOUNG,USA,Mexico,1968,M,3000M Steeplechase,8:51.8,08:51.8,,segundos
G,Zdzislaw KRZYSZKOWIAK,POL,Rome,1960,M,3000M Steeplechase,8:34.2,08:34.2,,segundos
S,Nikolay SOKOLOV,URS,Rome,1960,M,3000M Steeplechase,8:36.4,08:36.4,,segundos
B,Semyon RZISHCHIN,URS,Rome,1960,M,3000M Steeplechase,8:42.2,08:42.2,,segundos
G,Horace ASHENFELTER,USA,Helsinki,1952,M,3000M Steeplechase,08:45.4,08:45.4,,segundos
S,Vladimir KAZANTSEV,URS,Helsinki,1952,M,3000M Steeplechase,08:51.6,08:51.6,,segundos
B,John DISLEY,GBR,Helsinki,1952,M,3000M Steeplechase,08:51.8,08:51.8,,segundos
G,Volmari ISO-HOLLO,FIN,Berlin,1936,M,3000M Steeplechase,9:03.8,09:03.8,,segundos
S,Kaarlo Jalmari TUOMINEN,FIN,Berlin,1936,M,3000M Steeplechase,9:06.8,09:06.8,,segundos
B,Alfred DOMPERT,GER,Berlin,1936,M,3000M Steeplechase,9:07.2,09:07.2,,segundos
G,Toivo LOUKOLA,FIN,Amsterdam,1928,M,3000M Steeplechase,9:21.8,09:21.8,,segundos
S,Paavo NURMI,FIN,Amsterdam,1928,M,3000M Steeplechase,9:31.2,09:31.2,,segundos
B,Ove ANDERSEN,FIN,Amsterdam,1928,M,3000M Steeplechase,9:35.6,09:35.6,,segundos
G,Percy HODGE,GBR,Antwerp,1920,M,3000M Steeplechase,10:00.4,10:00.4,,segundos
S,Patrick FLYNN,USA,Antwerp,1920,M,3000M Steeplechase,,,,segundos
B,Ernesto AMBROSINI,ITA,Antwerp,1920,M,3000M Steeplechase,,,,segundos
G,George ORTON,CAN,Paris,1900,M,3000M Steeplechase,7:34.4,07:34.4,,segundos
S,Sidney ROBINSON,GBR,Paris,1900,M,3000M Steeplechase,7:38.0,07:38.0,,segundos
B,Jean CHASTANIE,FRA,Paris,1900,M,3000M Steeplechase,,,,segundos
G,Ezekiel KEMBOI,KEN,London,2012,M,3000M Steeplechase,8:18.56,00:08:18.56,498.56,segundos
S,Mahiedine MEKHISSI-BENABBAD,FRA,London,2012,M,3000M Steeplechase,8:19.08,00:08:19.08,499.08,segundos
B,Abel Kiprop MUTAI,KEN,London,2012,M,3000M Steeplechase,8:19.73,00:08:19.73,499.73,segundos
G,Ezekiel KEMBOI,KEN,Athens,2004,M,3000M Steeplechase,8:05.81,00:08:05.81,485.81,segundos
S,Brimin Kiprop KIPRUTO,KEN,Athens,2004,M,3000M Steeplechase,8:06.11,00:08:06.11,486.11,segundos
B,Paul Kipsiele KOECH,KEN,Athens,2004,M,3000M Steeplechase,8:06.64,00:08:06.64,486.64,segundos
G,Joseph KETER,KEN,Atlanta,1996,M,3000M Steeplechase,8:07.12,00:08:07.12,487.12,segundos
S,Moses KIPTANUI,KEN,Atlanta,1996,M,3000M Steeplechase,8:08.33,00:08:08.33,488.33,segundos
B,Alessandro LAMBRUSCHINI,ITA,Atlanta,1996,M,3000M Steeplechase,8:11.28,00:08:11.28,491.28,segundos
G,Bronislaw MALINOWSKI,POL,Moscow,1980,M,3000M Steeplechase,08:09.7,08:09.7,,segundos
S,Filbert BAYI,TAN,Moscow,1980,M,3000M Steeplechase,08:12.5,08:12.5,,segundos
B,Eshetu TURA,ETH,Moscow,1980,M,3000M Steeplechase,08:13.6,08:13.6,,segundos
G,Kip KEINO,KEN,Munich,1972,M,3000M Steeplechase,8:23.64,00:08:23.64,503.64,segundos
S,Ben JIPCHO,KEN,Munich,1972,M,3000M Steeplechase,8:24.62,00:08:24.62,504.62,segundos
B,Tapio KANTANEN,FIN,Munich,1972,M,3000M Steeplechase,8:24.66,00:08:24.66,504.66,segundos
G,Gaston ROELANTS,BEL,Tokyo,1964,M,3000M Steeplechase,8:30.8,08:30.8,,segundos
S,Maurice HERRIOTT,GBR,Tokyo,1964,M,3000M Steeplechase,8:32.4,08:32.4,,segundos
B,Ivan BELYAEV,URS,Tokyo,1964,M,3000M Steeplechase,8:33.8,08:33.8,,segundos
G,Christopher William BRASHER,GBR,Melbourne / Stockholm,1956,M,3000M Steeplechase,8:41.2,08:41.2,,segundos
S,SÃÂ¡ndor ROZSNYÃ?I,HUN,Melbourne / Stockholm,1956,M,3000M Steeplechase,8:43.6,08:43.6,,segundos
B,Ernst LARSEN,NOR,Melbourne / Stockholm,1956,M,3000M Steeplechase,8:44.0,08:44.0,,segundos
G,Tore SJÃSTRAND,SWE,London,1948,M,3000M Steeplechase,9:04.6,09:04.6,,segundos
S,Fritz Erik ELMSÃ?TER,SWE,London,1948,M,3000M Steeplechase,9:08.2,09:08.2,,segundos
B,Gote Ernst HAGSTROM,SWE,London,1948,M,3000M Steeplechase,9:11.8,09:11.8,,segundos
G,Volmari ISO-HOLLO,FIN,Los Angeles,1932,M,3000M Steeplechase,10:33.4,10:33.4,,segundos
S,Thomas EVENSON,GBR,Los Angeles,1932,M,3000M Steeplechase,10:46.0,10:46.0,,segundos
B,Joseph MCCLUSKEY,USA,Los Angeles,1932,M,3000M Steeplechase,10:46.2,10:46.2,,segundos
G,Ville RITOLA,FIN,Paris,1924,M,3000M Steeplechase,9:33.6,09:33.6,,segundos
S,Elias KATZ,FIN,Paris,1924,M,3000M Steeplechase,9:44.0,09:44.0,,segundos
B,Paul BONTEMPS,FRA,Paris,1924,M,3000M Steeplechase,9:45.2,09:45.2,,segundos
G,James LIGHTBODY,USA,St Louis,1904,M,3000M Steeplechase,7:39.6,07:39.6,,segundos
S,John DALY,GBR,St Louis,1904,M,3000M Steeplechase,7:40.6,07:40.6,,segundos
B,Arthur NEWTON,USA,St Louis,1904,M,3000M Steeplechase,,,,segundos
G,Kerron CLEMENT,USA,Rio,2016,M,400M Hurdles,47.73,00:00:47.73,47.73,segundos
S,Boniface MUCHERU,KEN,Rio,2016,M,400M Hurdles,47.78,00:00:47.78,47.78,segundos
B,Yasmani COPELLO,TUR,Rio,2016,M,400M Hurdles,47.92,00:00:47.92,47.92,segundos
G,Angelo TAYLOR,USA,Beijing,2008,M,400M Hurdles,47.25,00:00:47.25,47.25,segundos
S,Kerron CLEMENT,USA,Beijing,2008,M,400M Hurdles,47.98,00:00:47.98,47.98,segundos
B,Bershawn JACKSON,USA,Beijing,2008,M,400M Hurdles,48.06,00:00:48.06,48.06,segundos
G,Angelo TAYLOR,USA,Sydney,2000,M,400M Hurdles,47.5,00:00:47.50,47.5,segundos
S,Hadi Soua An AL SOMAILY,KSA,Sydney,2000,M,400M Hurdles,47.53,00:00:47.53,47.53,segundos
B,Llewellyn HERBERT,RSA,Sydney,2000,M,400M Hurdles,47.81,00:00:47.81,47.81,segundos
G,Kevin YOUNG,USA,Barcelona,1992,M,400M Hurdles,46.78,00:00:46.78,46.78,segundos
S,Winthrop GRAHAM,JAM,Barcelona,1992,M,400M Hurdles,47.66,00:00:47.66,47.66,segundos
B,Kriss AKABUSI,GBR,Barcelona,1992,M,400M Hurdles,47.82,00:00:47.82,47.82,segundos
G,Edwin MOSES,USA,Los Angeles,1984,M,400M Hurdles,47.75,00:00:47.75,47.75,segundos
S,Danny HARRIS,USA,Los Angeles,1984,M,400M Hurdles,48.13,00:00:48.13,48.13,segundos
B,Harald SCHMID,FRG,Los Angeles,1984,M,400M Hurdles,48.19,00:00:48.19,48.19,segundos
G,Edwin MOSES,USA,Montreal,1976,M,400M Hurdles,47.64,00:00:47.64,47.64,segundos
S,Michael Lyle SHINE,USA,Montreal,1976,M,400M Hurdles,48.69,00:00:48.69,48.69,segundos
B,Yevgeni GAVRILENKO,URS,Montreal,1976,M,400M Hurdles,49.45,00:00:49.45,49.45,segundos
G,David HEMERY,GBR,Mexico,1968,M,400M Hurdles,48.1,00:00:48.10,48.1,segundos
S,Gerhard HENNIGE,FRG,Mexico,1968,M,400M Hurdles,49,00:00:49.00,49,segundos
B,John SHERWOOD,GBR,Mexico,1968,M,400M Hurdles,49,00:00:49.00,49,segundos
G,Glenn DAVIS,USA,Rome,1960,M,400M Hurdles,49.3,00:00:49.30,49.3,segundos
S,Clifton Emmett CUSHMAN,USA,Rome,1960,M,400M Hurdles,49.6,00:00:49.60,49.6,segundos
B,Richard HOWARD,USA,Rome,1960,M,400M Hurdles,49.7,00:00:49.70,49.7,segundos
G,Charles Hewes Jr. MOORE,USA,Helsinki,1952,M,400M Hurdles,50.8,00:00:50.80,50.8,segundos
S,Yury Nikolayevich LITUYEV,URS,Helsinki,1952,M,400M Hurdles,51.3,00:00:51.30,51.3,segundos
B,John Macfarlane HOLLAND,NZL,Helsinki,1952,M,400M Hurdles,52.2,00:00:52.20,52.2,segundos
G,Glenn HARDIN,USA,Berlin,1936,M,400M Hurdles,52.4,00:00:52.40,52.4,segundos
S,John LOARING,CAN,Berlin,1936,M,400M Hurdles,52.7,00:00:52.70,52.7,segundos
